id,country,origin_country,shipment_mode_clean,textile_type,weight_raw,weight_unit,weight_kg,distance_km,emission_factor,carbon_footprint_kg_co2e,carbon_intensity_per_km,freight_cost_usd,line_item_value
13115,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,438.41
13138,Nigeria,Unkown,Air,Recycled Polyester,1186,kg,1186.0,7000.0,0.602,4997.804,0.713972,25193.28,244216.0
13148,Dominican Republic,United States,Air,Organic Cotton,Weight Captured Separately,lbs,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,148250.8
13151,Mozambique,Japan,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,77.7
13161,South Africa,India,Air,Organic Cotton,4815,kg,4815.0,8450.0,0.602,24493.4235,2.8986300000000003,5886.9,265615.59
13205,Côte d'Ivoire,Japan,Air,Recycled Polyester,893,kg,893.0,7000.0,0.602,3763.102,0.537586,12858.12,245000.0
13231,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,389.56
13275,Vietnam,India,Air,Organic Cotton,2516,kg,2516.0,4100.0,0.602,6209.9912,1.5146320000000002,3816.3,177600.0
13277,Vietnam,India,Air,Organic Cotton,110,kg,110.0,4100.0,0.602,271.502,0.06622,791.43,13860.0
13302,Rwanda,India,Air,Organic Cotton,13147,kg,13147.0,7000.0,0.602,55401.458,7.9144939999999995,4781.8,1211192.5
13311,Côte d'Ivoire,Unkown,Air,Recycled Polyester,957,kg,957.0,7000.0,0.602,4032.798,0.576114,18919.56,160000.0
13379,Malawi,India,Ocean,Organic Cotton,27549,tonnes,27549.0,7000.0,0.0117,2256.2631,0.32232330000000003,24875.46,2801262.0
13476,Mozambique,United States,Air,Organic Cotton,149,lbs,149.0,7000.0,0.602,627.886,0.089698,Freight Included in Commodity Cost,5366.4
13481,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,1823.8
13487,Haiti,India,Ocean,Organic Cotton,3034,tonnes,3034.0,16200.0,0.0117,575.06436,0.035497799999999996,7658.27,256000.0
13544,Côte d'Ivoire,United Kingdom,Air,Organic Cotton,505,lbs,505.00000000000006,4795.8332,0.602,1457.981251132,0.30401,6523.85,15410.0
13547,"Congo, DRC",Unkown,Air,Recycled Polyester,509,kg,509.0,7000.0,0.602,2144.926,0.30641799999999997,8021.11,2464.0
15356,Sudan,Unkown,Air,Recycled Polyester,12,kg,12.0,7000.0,0.602,50.568,0.0072239999999999995,646.81,1120.0
13555,Vietnam,India,Air,Organic Cotton,2672,kg,2672.0,4100.0,0.602,6595.030400000001,1.6085440000000002,2504.64,105300.0
13568,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,1566.38
13571,South Sudan,Unkown,Air,Recycled Polyester,177,kg,177.0,7000.0,0.602,745.8779999999999,0.106554,1692.35,576.0
13581,Swaziland,Japan,Air,Recycled Polyester,172,kg,172.0,7000.0,0.602,724.808,0.103544,4504.46,30160.0
13608,Uganda,Unkown,Air,Organic Cotton,43,kg,43.0,7000.0,0.602,181.202,0.025886,199,9075.0
13648,"Congo, DRC",Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,11440.0
13652,Vietnam,India,Air,Organic Cotton,1849,kg,1849.0,4100.0,0.602,4563.7018,1.113098,4191.83,139776.0
13696,Dominican Republic,Unkown,Air,Recycled Polyester,71,kg,71.0,7000.0,0.602,299.19399999999996,0.042741999999999995,844.36,403.2
13700,Mozambique,India,Air,Organic Cotton,4784,kg,4784.0,7200.0,0.602,20735.769599999996,2.8799679999999994,19286.53,284952.96
13708,"Congo, DRC",Unkown,Air,Recycled Polyester,54,kg,54.0,7000.0,0.602,227.55599999999998,0.032507999999999995,2734.02,1024.0
13739,Haiti,India,Ocean,Organic Cotton,3504,tonnes,3504.0,16200.0,0.0117,664.1481600000001,0.04099680000000001,7117.39,3847.2
13748,Côte d'Ivoire,Unkown,Air,Recycled Polyester,205,kg,205.0,7000.0,0.602,863.87,0.12341,1437.4,9450.0
13761,Vietnam,Germany,Air,Organic Cotton,21,lbs,21.0,9000.0,0.602,113.77799999999999,0.012641999999999999,583.66,4047.24
13766,Vietnam,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,Invoiced Separately,14200.0
13809,Nigeria,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,8100.0,0.602,5105.381399999999,0.6302939999999999,Invoiced Separately,82080.0
13817,Zimbabwe,Unkown,Air,Organic Cotton,3076,kg,3076.0,7000.0,0.602,12962.264,1.8517519999999998,25730.13,151915.5
13841,Rwanda,India,Air,Organic Cotton,5795,kg,5795.0,7000.0,0.602,24420.129999999997,3.4885899999999994,63600.4,681188.55
13842,"Congo, DRC",India,Air,Organic Cotton,132,kg,132.0,7000.0,0.602,556.2479999999999,0.07946399999999999,2516.57,1175.0
15368,Vietnam,India,Air,Organic Cotton,3536,kg,3536.0,4100.0,0.602,8727.5552,2.1286720000000003,20910.43,58752.0
13845,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,1671.87
13862,Burundi,Unkown,Air,Recycled Polyester,63,kg,63.0,7000.0,0.602,265.48199999999997,0.037925999999999994,865.67,16422.0
13874,Haiti,India,Air,Organic Cotton,2284,kg,2284.0,16200.0,0.602,22274.481599999996,1.3749679999999997,13257.25,46667.04
13886,Uganda,Unkown,Air,Organic Cotton,22,kg,22.0,7000.0,0.602,92.708,0.013244,265,3888.0
13897,Kenya,Unkown,Air,Recycled Polyester,1427,kg,1427.0,7000.0,0.602,6013.378,0.859054,16090.59,738522.0
13899,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,272.7
13900,Cameroon,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,1090.87,8658.0
13903,Tanzania,India,Air,Organic Cotton,394,kg,394.0,5900.0,0.602,1399.4091999999998,0.23718799999999998,3245.39,9243.0
13904,Vietnam,India,Air,Organic Cotton,2235,kg,2235.0,4100.0,0.602,5516.427,1.34547,3708.72,63602.0
13915,Cameroon,Unkown,Air,Recycled Polyester,2090,kg,2090.0,7000.0,0.602,8807.259999999998,1.2581799999999999,51331.09,350000.0
13926,South Africa,India,Air,Organic Cotton,1378,kg,1378.0,8450.0,0.602,7009.748199999999,0.8295559999999998,3646.1,156337.44
13959,Zambia,India,Air,Organic Cotton,849,kg,849.0,7600.0,0.602,3884.3448,0.5110979999999999,4316.34,19900.0
13968,South Sudan,Unkown,Air,Recycled Polyester,176,kg,176.0,7000.0,0.602,741.664,0.105952,4124.74,1120.0
13978,Vietnam,India,Air,Organic Cotton,1736,kg,1736.0,4100.0,0.602,4284.7952000000005,1.0450720000000002,8163.83,62300.75
13988,Haiti,Unkown,Air,Recycled Polyester,182,kg,182.0,7000.0,0.602,766.948,0.109564,2581.83,7350.0
14016,Vietnam,India,Air,Organic Cotton,1292,kg,1292.0,4100.0,0.602,3188.9143999999997,0.7777839999999999,2800.95,15808.0
14018,Haiti,Unkown,Air,Organic Cotton,4669,kg,4669.0,7000.0,0.602,19675.165999999997,2.8107379999999997,34778.32,334095.84
14023,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,3297.8
14043,Vietnam,India,Air,Organic Cotton,395,kg,395.0,4100.0,0.602,974.939,0.23779,3538.57,27342.0
14079,Tanzania,Unkown,Air,Recycled Polyester,1208,kg,1208.0,7000.0,0.602,5090.512,0.727216,20583.37,0.0
14097,Burundi,Unkown,Air,Recycled Polyester,1415,kg,1415.0,7000.0,0.602,5962.8099999999995,0.85183,33228.68,278720.0
14178,Tanzania,Unkown,Air,Recycled Polyester,3334,kg,3334.0,7000.0,0.602,14049.475999999999,2.007068,21952.35,200000.0
14180,Zambia,Unkown,Air,Recycled Polyester,2783,kg,2783.0,7000.0,0.602,11727.562,1.675366,20621.1,304000.0
14195,Benin,India,Air,Organic Cotton,175,kg,175.0,7000.0,0.602,737.4499999999999,0.10534999999999999,5864.56,17540.4
14200,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,1653.14
14210,Côte d'Ivoire,India,Air,Organic Cotton,655,kg,655.0,8900.0,0.602,3509.359,0.39431,5300.24,112000.0
14230,Rwanda,United Kingdom,Air,Organic Cotton,454,lbs,454.0,7000.0,0.602,1913.156,0.273308,7152.99,12328.0
14240,South Sudan,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,6230.0
14241,Mozambique,India,Air,Organic Cotton,77,kg,77.0,7200.0,0.602,333.74879999999996,0.04635399999999999,979.14,6064.0
14252,Uganda,India,Air,Organic Cotton,574,kg,574.0,6200.0,0.602,2142.3976,0.34554799999999997,3868.24,16676.8
14265,Vietnam,India,Air,Organic Cotton,182,kg,182.0,4100.0,0.602,449.21239999999995,0.10956399999999998,5970.85,486.55
14278,Ethiopia,India,Air,Organic Cotton,2996,kg,2996.0,7000.0,0.602,12625.144,1.803592,10612.93,133280.0
14279,Tanzania,India,Air,Organic Cotton,10579,kg,10579.0,5900.0,0.602,37574.4922,6.368558,41585.93,343352.4
14286,Côte d'Ivoire,Unkown,Air,Recycled Polyester,550,kg,550.0,7000.0,0.602,2317.7000000000003,0.33110000000000006,8263.16,55100.0
14291,Tanzania,Unkown,Air,Recycled Polyester,39,kg,39.0,7000.0,0.602,164.346,0.023478,1176.54,8000.0
14309,Vietnam,Germany,Air,Organic Cotton,824,lbs,824.0,9000.0,0.602,4464.432,0.496048,3216.15,231845.84
14323,Dominican Republic,Unkown,Air,Recycled Polyester,See ASN-12145 (ID#:13696),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-12145 (ID#:13696),8400.0
14331,Vietnam,India,Air,Organic Cotton,383,kg,383.0,4100.0,0.602,945.3205999999999,0.23056599999999997,1162.52,22932.0
14348,Nigeria,Japan,Air,Recycled Polyester,976,kg,976.0,7000.0,0.602,4112.864,0.587552,26014.88,181916.0
14364,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,620.91
14384,Tanzania,India,Air,Organic Cotton,1337,kg,1337.0,5900.0,0.602,4748.7566,0.804874,8403.67,32552.52
14404,South Africa,India,Ocean,Organic Cotton,9306,tonnes,9306.0,8450.0,0.0117,920.03769,0.1088802,10511.33,430500.0
14409,South Africa,India,Ocean,Organic Cotton,16729,tonnes,16729.0,8450.0,0.0117,1653.9125849999998,0.19572929999999997,25199.31,443610.0
14410,Nigeria,Unkown,Air,Bamboo Textile,859,kg,859.0,7000.0,0.602,3619.826,0.517118,5810.56,48555.0
14412,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,2031.3
14431,Rwanda,Unkown,Air,Organic Cotton,27,kg,27.0,7000.0,0.602,113.77799999999999,0.016253999999999998,2205.25,17410.04
14433,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,4669.76
14437,South Africa,United Kingdom,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,9672.1334,0.0626,633.93290172948,0.0655422,Freight Included in Commodity Cost,51.42
14440,South Africa,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,280560.0
14447,South Africa,India,Ocean,Organic Cotton,488,tonnes,488.0,8450.0,0.0117,48.246120000000005,0.0057096000000000004,4232.71,25909.95
14508,Zimbabwe,Japan,Air,Recycled Polyester,1053,kg,1053.0,7000.0,0.602,4437.342,0.633906,27236.25,218400.0
14542,South Africa,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.602,5325.984299999999,0.6302939999999999,Freight Included in Commodity Cost,19185.0
14564,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,126.22
14571,Nigeria,Unkown,Air,Recycled Polyester,1303,kg,1303.0,7000.0,0.602,5490.842,0.7844059999999999,28734.43,244216.0
14578,Haiti,India,Ocean,Organic Cotton,6385,tonnes,6385.0,16200.0,0.0117,1210.2129,0.0747045,8768.76,20240.0
14605,Haiti,Unkown,Ocean,Organic Cotton,5864,tonnes,5864.0,7000.0,0.0117,480.2616,0.0686088,7558.01,231258.24
14628,South Africa,Germany,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,9700.0,0.0626,635.75934,0.0655422,Freight Included in Commodity Cost,1236.47
14658,Zambia,United Kingdom,Air,Organic Cotton,2272,lbs,2272.0,7998.4198,0.602,10939.790690931199,1.3677439999999998,14603.71,69807.3
14665,Haiti,Japan,Air,Recycled Polyester,227,kg,227.0,7000.0,0.602,956.578,0.136654,2486.62,97680.0
14694,Côte d'Ivoire,Unkown,Air,Organic Cotton,1278,kg,1278.0,7000.0,0.602,5385.492,0.769356,1742.12,57000.0
14710,Haiti,India,Air,Organic Cotton,2423,kg,2423.0,16200.0,0.602,23630.065199999997,1.4586459999999999,14650.41,89125.84
14743,South Africa,India,Ocean,Organic Cotton,4416,tonnes,4416.0,8450.0,0.0117,436.5878400000001,0.05166720000000001,7334.83,641375.0
14785,Côte d'Ivoire,Unkown,Air,Recycled Polyester,1394,kg,1394.0,7000.0,0.602,5874.316,0.8391879999999999,20822.73,256000.0
14803,Rwanda,India,Air,Organic Cotton,4365,kg,4365.0,7000.0,0.602,18394.11,2.62773,Freight Included in Commodity Cost,14677.2
14811,Rwanda,Unkown,Air,Recycled Polyester,2712,kg,2712.0,7000.0,0.602,11428.368,1.632624,37680.04,99666.0
14820,Pakistan,Unkown,Air,Recycled Polyester,1017,kg,1017.0,7000.0,0.602,4285.637999999999,0.6122339999999998,14959.84,170560.0
14846,"Congo, DRC",United Kingdom,Air,Organic Cotton,113,lbs,113.0,7000.0,0.602,476.18199999999996,0.06802599999999999,2570.86,1849.2
14871,Vietnam,India,Air,Organic Cotton,1961,kg,1961.0,4100.0,0.602,4840.1402,1.1805219999999998,7308.37,3714.9
14874,South Africa,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,7707.42,392080.0
14929,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,342.83
14931,Rwanda,Unkown,Air,Organic Cotton,282,kg,282.0,7000.0,0.602,1188.3479999999997,0.16976399999999997,1028.1,43869.6
14941,Tanzania,India,Air,Organic Cotton,1081,kg,1081.0,5900.0,0.602,3839.4957999999997,0.650762,5834.1,179100.0
14943,Uganda,Unkown,Air,Organic Cotton,19,kg,19.0,7000.0,0.602,80.066,0.011438,435,3750.0
14970,Haiti,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,2417.28
14988,South Sudan,Unkown,Air,Recycled Polyester,181,kg,181.0,7000.0,0.602,762.7339999999999,0.10896199999999999,4978.09,29993.0
15004,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,11964.63
15005,Nigeria,Unkown,Air,Recycled Polyester,2607,kg,2607.0,7000.0,0.602,10985.898,1.5694139999999999,28595.45,256576.0
15011,Rwanda,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,168734.44
15012,South Africa,India,Ocean,Organic Cotton,127,tonnes,127.0,8450.0,0.0117,12.555855000000001,0.0014859,47101.63,17899.6
15046,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,71.03
15051,Guyana,Unkown,Air,Recycled Polyester,876,kg,876.0,7000.0,0.602,3691.464,0.527352,8969.97,88608.0
15115,"Congo, DRC",Unkown,Air,Recycled Polyester,112,kg,112.0,7000.0,0.602,471.96799999999996,0.067424,3196.31,1088.0
15131,Zambia,Unkown,Air,Recycled Polyester,2606,kg,2606.0,7000.0,0.602,10981.684,1.5688119999999999,38354.26,480000.0
15142,South Africa,India,Air,Organic Cotton,993,kg,993.0,8450.0,0.602,5051.2917,0.5977859999999999,4263.07,53751.7
15149,Vietnam,India,Air,Organic Cotton,2806,kg,2806.0,4100.0,0.602,6925.7692,1.689212,18207.5,40000.0
15176,South Africa,India,Ocean,Organic Cotton,Weight Captured Separately,tonnes,1047.0,8450.0,0.0117,103.511655,0.012249900000000001,Freight Included in Commodity Cost,54120.0
15195,Guyana,Unkown,Air,Organic Cotton,59,kg,59.0,7000.0,0.602,248.626,0.035518,180,12501.0
15240,Haiti,India,Air,Organic Cotton,300,kg,300.0,16200.0,0.602,2925.72,0.18059999999999998,2949.23,2561.25
15241,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,21995.87
15248,Vietnam,India,Air,Organic Cotton,2011,kg,2011.0,4100.0,0.602,4963.5502,1.2106219999999999,11648.31,181745.0
15283,Nigeria,Unkown,Air,Recycled Polyester,1255,kg,1255.0,7000.0,0.602,5288.57,0.7555099999999999,15794.47,117184.0
15298,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,99.53
15352,Vietnam,India,Air,Organic Cotton,437,kg,437.0,4100.0,0.602,1078.6034,0.263074,1222.31,858.4
15382,Mali,Unkown,Air,Recycled Polyester,37,kg,37.0,7000.0,0.602,155.918,0.022274000000000002,2190.78,6480.0
15399,Nigeria,India,Air,Organic Cotton,574,kg,574.0,8100.0,0.602,2798.9388,0.34554799999999997,4760.43,65000.0
15405,Rwanda,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,41228.6
15423,Côte d'Ivoire,Unkown,Air,Recycled Polyester,577,kg,577.0,7000.0,0.602,2431.4779999999996,0.34735399999999994,9275.59,112000.0
15460,Haiti,India,Ocean,Organic Cotton,17826,tonnes,17826.0,16200.0,0.0117,3378.74004,0.2085642,20526.23,170159.22
15499,Tanzania,Unkown,Air,Recycled Polyester,2753,kg,2753.0,7000.0,0.602,11601.142,1.657306,25485.81,270720.0
15554,South Africa,India,Air,Organic Cotton,838,kg,838.0,8450.0,0.602,4262.8222,0.5044759999999999,4876.31,6810.3
15596,Zimbabwe,Japan,Air,Recycled Polyester,1113,kg,1113.0,7000.0,0.602,4690.182,0.670026,20082.38,187360.0
15619,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,1923.5
15625,Mozambique,Unkown,Air,Recycled Polyester,1914,kg,1914.0,7000.0,0.602,8065.596,1.152228,13489.96,376640.0
15642,Rwanda,Unkown,Air,Organic Cotton,4354,kg,4354.0,7000.0,0.602,18347.755999999998,2.6211079999999995,Freight Included in Commodity Cost,85269.8
15643,Nigeria,Unkown,Air,Recycled Polyester,793,kg,793.0,7000.0,0.602,3341.7019999999998,0.477386,7938.18,64000.0
15656,Cameroon,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,6660.0
15670,Cameroon,India,Air,Organic Cotton,3642,kg,3642.0,7000.0,0.602,15347.387999999999,2.192484,31434.31,77838.75
15687,South Africa,India,Air,Organic Cotton,3206,kg,3206.0,8450.0,0.602,16308.6014,1.9300119999999998,2154.51,25422.0
15695,Ethiopia,India,Air,Organic Cotton,3652,kg,3652.0,7000.0,0.602,15389.528,2.1985040000000002,15236.52,241278.52
15726,Rwanda,India,Air,Organic Cotton,4810,kg,4810.0,7000.0,0.602,20269.34,2.89562,27894.81,581159.7
15727,Nigeria,Unkown,Air,Bamboo Textile,711,kg,711.0,7000.0,0.602,2996.154,0.428022,5433.21,39000.0
15738,Vietnam,Germany,Air,Organic Cotton,40,lbs,40.0,9000.0,0.602,216.72,0.02408,642.45,9304.0
15751,"Congo, DRC",Unkown,Air,Recycled Polyester,See ASN-32231 (ID#:13648),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-32231 (ID#:13648),18240.0
15772,Vietnam,India,Air,Organic Cotton,10210,kg,10210.0,4100.0,0.602,25200.322,6.14642,17392.05,313500.0
15778,Tanzania,Unkown,Air,Recycled Polyester,91,kg,91.0,7000.0,0.602,383.474,0.054782,2082.39,17440.0
15788,South Sudan,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,225.0
15795,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,216.37
15804,Mali,Unkown,Air,Recycled Polyester,9,kg,9.0,7000.0,0.602,37.925999999999995,0.005417999999999999,779.06,1900.0
15813,Mozambique,India,Air,Organic Cotton,3138,kg,3138.0,7200.0,0.602,13601.347199999998,1.8890759999999998,16537.12,186854.4
15815,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,3914.05
15825,Tanzania,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,12800.0
15867,Rwanda,Unkown,Air,Organic Cotton,4027,kg,4027.0,7000.0,0.602,16969.778,2.424254,28833.91,220880.1
15879,Rwanda,India,Ocean,Organic Cotton,10329,tonnes,10329.0,7000.0,0.0117,845.9451,0.1208493,32530.22,997551.5
15894,Vietnam,India,Air,Organic Cotton,2904,kg,2904.0,4100.0,0.602,7167.6528,1.748208,14223.39,228575.0
15909,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,183096.09
15930,Zambia,Unkown,Air,Recycled Polyester,1826,kg,1826.0,7000.0,0.602,7694.764,1.0992520000000001,16438.26,168448.0
15946,Ethiopia,India,Air,Organic Cotton,236,kg,236.0,7000.0,0.602,994.504,0.142072,1131.48,33800.0
15984,South Africa,India,Ocean,Organic Cotton,9147,tonnes,9147.0,8450.0,0.0117,904.3181550000002,0.10701990000000002,11314.2,944306.44
15994,Haiti,India,Air,Organic Cotton,346,kg,346.0,16200.0,0.602,3374.3304,0.20829199999999998,3429.78,1064.55
15999,Tanzania,India,Air,Organic Cotton,4609,kg,4609.0,5900.0,0.602,16370.246199999998,2.774618,17581.92,296143.38
16044,Côte d'Ivoire,Unkown,Air,Recycled Polyester,328,kg,328.0,7000.0,0.602,1382.192,0.197456,4420.31,32741.0
16053,Vietnam,India,Air,Organic Cotton,1953,kg,1953.0,4100.0,0.602,4820.3946,1.175706,3658.08,25920.35
16071,Nigeria,Unkown,Air,Recycled Polyester,840,kg,840.0,7000.0,0.602,3539.7599999999998,0.50568,Freight Included in Commodity Cost,165451.0
16084,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,11.02
16085,Haiti,Unkown,Air,Hemp Fabric,1173,kg,1173.0,7000.0,0.602,4943.022,0.7061459999999999,7019.07,8905.0
